"Id","SalePrice"
1461,125062.085985859
1462,153342.835079574
1463,178321.992804454
1464,183332.1744069
1465,195000.43696079
1466,182734.747619641
1467,170092.272208092
1468,176238.92170663
1469,182297.475811182
1470,122251.98253016
1471,200376.244186833
1472,94587.75883718
1473,98771.0142040872
1474,152656.017549586
1475,131522.911293745
1476,362598.866660201
1477,252105.253698185
1478,303806.619135924
1479,252224.906232784
1480,471663.802632342
1481,311674.127027191
1482,206379.577933613
1483,177761.487287207
1484,171855.302926244
1485,172032.978287633
1486,199545.201636058
1487,314034.927926995
1488,229635.087461472
1489,207380.931537173
1490,200283.702370174
1491,190030.441821288
1492,97181.7894133406
1493,176149.011540588
1494,299239.712914739
1495,294554.801574401
1496,223589.1391658
1497,188404.480882214
1498,153956.388697693
1499,152598.340902803
1500,157277.768738832
1501,173187.653445752
1502,157764.222456698
1503,274689.294331357
1504,231621.493187709
1505,215946.020241694
1506,180906.772961142
1507,234879.772377479
1508,193913.308962416
1509,162882.713533733
1510,153320.27073649
1511,153050.269178176
1512,164208.888785919
1513,148191.124829195
1514,155507.087555806
1515,179391.658086393
1516,159260.763237108
1517,151390.096180826
1518,131949.538198767
1519,222735.165932407
1520,138417.449076329
1521,145575.656566361
1522,162007.043016718
1523,116190.283595703
1524,122172.049870429
1525,126203.048838017
1526,128142.280088568
1527,105368.696745734
1528,128204.150777857
1529,143845.856621996
1530,166267.970225082
1531,124880.634978023
1532,104499.820792194
1533,141675.995208947
1534,115623.944520995
1535,149827.745171944
1536,117543.450979015
1537,79028.6122930314
1538,160121.792138669
1539,207194.74372001
1540,113154.900496111
1541,144343.837032512
1542,138901.59956493
1543,200803.667095575
1544,80294.8902308896
1545,101474.467559401
1546,121652.739178948
1547,133595.757545822
1548,130096.941479441
1549,111793.916775286
1550,140206.650341466
1551,116911.895237721
1552,135250.522749493
1553,139438.659485124
1554,112416.243225491
1555,164709.489942286
1556,92021.1492860552
1557,114319.454937482
1558,89845.411421299
1559,106754.080569947
1560,143671.160627087
1561,139199.007514857
1562,126321.299219697
1563,124852.549573999
1564,161997.701474088
1565,153098.200195131
1566,215557.37356445
1567,81913.839127952
1568,219116.068313588
1569,136972.899688532
1570,129746.673142103
1571,128081.36365692
1572,144166.135441406
1573,240798.700764736
1574,120133.053568736
1575,210128.201748945
1576,221652.186589139
1577,205063.185759532
1578,148848.578347105
1579,142382.235750468
1580,189057.594254755
1581,137228.421681044
1582,129034.325838732
1583,325293.047022334
1584,237269.178309196
1585,140833.944856479
1586,70749.8868878136
1587,106636.475520686
1588,149028.430891101
1589,100124.114805958
1590,133683.166087742
1591,107046.782113452
1592,123030.088372285
1593,118499.658139816
1594,124563.385288843
1595,117384.557392958
1596,227375.071893792
1597,160309.407568045
1598,185307.14096158
1599,178837.615287134
1600,187006.429535859
1601,72379.7484904112
1602,109802.42915641
1603,92606.1075418949
1604,275949.592402676
1605,251769.311907005
1606,168491.590624887
1607,163776.874929546
1608,215799.360832223
1609,197554.783924514
1610,161279.15677712
1611,150099.494669335
1612,166033.879818868
1613,169724.936916939
1614,121342.34220323
1615,85148.1283580174
1616,81888.5699651305
1617,88018.781791311
1618,125699.419538731
1619,133368.407069023
1620,160303.927611946
1621,142756.304829125
1622,145873.234494977
1623,280885.155226411
1624,215621.838175768
1625,126594.019311049
1626,172194.798918756
1627,185994.375527658
1628,279926.68028702
1629,176833.613773508
1630,321120.876601582
1631,213799.05703293
1632,253077.195294196
1633,169423.478395307
1634,185402.513532809
1635,180473.326183706
1636,162421.644950052
1637,173747.669949354
1638,209264.627436956
1639,181530.165792296
1640,243731.076485065
1641,180275.619724552
1642,220165.745801083
1643,226786.605191447
1644,223291.208456644
1645,178894.620700129
1646,156997.617216656
1647,163817.694123317
1648,142377.236507379
1649,139352.784449484
1650,121462.614431237
1651,122263.274175722
1652,93797.159271855
1653,97150.5059072405
1654,154986.344699006
1655,147844.570629031
1656,149143.478485336
1657,153781.841746275
1658,154531.200552515
1659,138395.403520362
1660,148667.548378534
1661,436200.029219529
1662,370478.446244395
1663,369461.367249323
1664,408191.719746075
1665,308811.116687867
1666,328286.708441581
1667,348759.372528174
1668,326724.438349209
1669,294484.304146331
1670,335327.900602635
1671,260765.358407635
1672,469122.273641372
1673,295730.657542877
1674,253126.945424005
1675,189699.125397109
1676,192200.435470454
1677,214315.636772212
1678,447862.188236359
1679,375760.87447407
1680,311443.739041654
1681,243321.845293911
1682,306257.384663018
1683,188886.047640644
1684,171625.322614285
1685,175107.18044618
1686,170353.924809141
1687,167582.735903616
1688,187474.287618396
1689,189111.516673875
1690,184448.156336866
1691,174073.718255546
1692,259282.47437918
1693,170041.55770161
1694,183396.043908289
1695,170884.990604721
1696,272027.779302062
1697,171145.460081847
1698,338747.853650949
1699,315483.635706651
1700,241953.762024259
1701,260805.268642784
1702,253374.862287929
1703,250729.60898972
1704,290855.772206797
1705,225597.359125161
1706,424126.302702431
1707,218821.796938608
1708,216247.684105016
1709,276920.212311434
1710,218528.067671152
1711,265358.476850225
1712,241246.871866182
1713,255915.901516291
1714,219538.812500686
1715,203134.653496249
1716,177599.334829207
1717,162679.584847917
1718,131997.386457772
1719,206237.082708397
1720,246683.406702887
1721,163790.834576951
1722,124620.661022711
1723,156771.83133641
1724,209968.267218218
1725,229282.233160379
1726,191933.628540557
1727,174522.06847079
1728,183900.971588781
1729,162686.44640866
1730,158607.045672947
1731,123655.991168204
1732,130391.505139387
1733,123906.910975094
1734,130459.415400643
1735,133809.688164855
1736,116835.303471587
1737,331797.19724676
1738,214580.465090238
1739,271323.715768724
1740,199193.73273877
1741,180650.30752044
1742,171731.342856923
1743,174494.541815506
1744,285385.312244244
1745,223171.650157481
1746,239488.991824077
1747,216035.625545219
1748,210496.04267838
1749,162960.831255044
1750,147865.074319441
1751,227938.185898468
1752,122809.202952848
1753,143032.315349138
1754,202760.336640396
1755,167762.293211672
1756,123055.317404677
1757,119993.937658763
1758,146570.693435312
1759,163622.173494656
